label,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S66,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S82,S83,S84,S85,S86,S87,S88,S89,S90,S91,S92,S93
5,0.00,0.51,0.49,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.54,0.41,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.06,-9.15,-0.35,57.00,58.13,55.59,0.66,0.54,1.24,0.06,0.06,0.10,0.24,0.25,0.32,0.19,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.35,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.23,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.30,-0.10,-0.61,0.24,-0.27,-0.61,0.08,9.31,1643
5,0.00,0.20,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.75,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,-9.12,-1.03,67.24,49.74,47.95,0.61,0.24,0.90,0.05,0.02,0.07,0.23,0.15,0.26,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.08,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,-0.60,-0.84,0.71,0.34,-0.74,-0.37,9.28,1643
5,0.00,0.44,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.86,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.37,-9.10,-1.02,61.94,56.76,64.83,0.90,0.23,0.82,0.07,0.02,0.07,0.27,0.14,0.26,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.34,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.08,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10,-0.33,-0.70,0.72,0.35,-0.70,-0.50,9.27,1643
5,0.00,0.44,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,-9.23,0.29,85.91,53.61,67.14,0.44,0.12,0.54,0.04,0.01,0.04,0.19,0.11,0.21,0.08,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.07,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,-0.31,-0.56,-0.42,-0.42,-0.79,0.16,9.27,1643
5,0.00,0.17,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.71,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,-9.06,-1.11,61.94,49.49,51.35,0.57,0.22,1.14,0.05,0.02,0.10,0.22,0.15,0.31,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.33,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.14,0.20,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,-0.75,-0.91,0.63,0.34,-0.85,-0.35,9.29,1643
5,0.00,0.69,0.30,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.58,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-9.16,-0.58,72.69,56.29,48.75,0.67,0.25,0.85,0.06,0.03,0.07,0.25,0.16,0.27,0.15,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.20,0.20,0.32,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.42,0.17,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.02,-0.65,0.48,0.43,-0.74,-0.42,9.27,1643
5,0.00,0.23,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.67,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.72,-9.11,-1.16,55.59,57.06,55.29,0.68,0.25,0.90,0.05,0.02,0.07,0.23,0.15,0.27,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.33,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.44,0.43,0.18,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,-0.67,-0.77,0.73,0.50,-0.55,-0.53,9.30,1643
5,0.00,0.52,0.38,0.11,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.25,0.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.48,-9.04,-0.42,69.26,54.17,55.59,1.12,0.43,1.50,0.09,0.05,0.12,0.31,0.23,0.35,0.21,0.30,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.29,0.28,0.28,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.44,0.22,0.31,0.31,0.30,0.30,0.30,0.30,0.30,0.30,0.29,0.29,0.29,0.28,-0.33,-0.79,0.22,0.06,-0.78,-0.19,9.31,1643
5,0.00,0.02,0.93,0.05,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.73,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.52,-8.94,-1.84,96.11,55.29,58.18,0.50,0.26,0.71,0.04,0.02,0.06,0.21,0.15,0.25,0.15,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.20,0.20,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.09,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,-0.92,-0.86,0.89,0.58,-0.21,-0.49,9.33,1643
5,0.00,0.57,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.66,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,-9.16,-0.65,65.17,44.65,57.65,0.51,0.23,0.81,0.04,0.02,0.08,0.21,0.15,0.27,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.33,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.15,0.21,0.21,0.21,0.21,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.19,-0.04,-0.52,0.51,0.14,-0.58,-0.42,9.27,1643
5,0.00,0.03,0.93,0.05,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.81,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,-9.00,-1.79,76.80,47.50,62.26,0.59,0.25,0.68,0.05,0.02,0.06,0.23,0.16,0.25,0.14,0.20,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.33,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.43,0.15,0.21,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.19,0.19,-0.84,-0.87,0.90,0.51,-0.47,-0.30,9.32,1643
5,0.00,0.23,0.77,0.01,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.65,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,-9.22,-0.31,75.00,59.69,58.13,0.47,0.25,0.77,0.04,0.03,0.07,0.21,0.17,0.26,0.17,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.34,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.17,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,-0.58,-0.48,0.31,0.09,-0.39,0.24,9.31,1643
5,0.00,0.08,0.91,0.02,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.17,-8.97,-2.05,76.96,56.18,56.47,0.54,0.20,0.41,0.05,0.02,0.04,0.22,0.14,0.19,0.16,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.20,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,-0.86,-0.85,0.97,0.25,-0.16,-0.26,9.32,1643
5,0.00,0.51,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.77,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,-9.14,-0.71,66.55,53.71,60.94,0.83,0.21,0.92,0.06,0.02,0.07,0.25,0.15,0.27,0.10,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.12,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,-0.31,-0.82,0.54,0.35,-0.82,-0.40,9.28,1643
5,0.00,0.19,0.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.68,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,-9.12,-1.05,66.21,53.33,51.39,0.42,0.20,1.00,0.04,0.02,0.08,0.19,0.13,0.28,0.08,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.34,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.07,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.09,0.09,-0.66,-0.74,0.68,0.30,-0.51,-0.61,9.27,1643
5,0.00,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.27,0.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.03,-9.12,-0.05,62.07,58.18,62.58,0.52,0.20,1.23,0.05,0.02,0.10,0.21,0.14,0.32,0.07,0.10,0.10,0.10,0.10,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.34,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.11,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.07,-0.86,0.02,0.43,-0.87,-0.42,9.26,1643
5,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.82,-9.20,-0.48,61.67,46.59,45.61,0.23,0.10,0.56,0.02,0.01,0.05,0.15,0.11,0.23,0.11,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.33,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.13,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,-0.93,-0.67,0.55,0.49,-0.51,-0.50,9.28,1643
5,0.00,0.79,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.19,-9.19,-0.35,55.43,52.16,57.67,0.45,0.23,0.57,0.05,0.02,0.05,0.22,0.16,0.23,0.14,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.33,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.43,0.15,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.20,0.20,0.20,0.20,0.20,0.28,-0.38,0.41,0.28,-0.57,-0.34,9.26,1643
5,0.00,0.01,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,-9.02,-1.63,57.19,63.79,53.61,0.40,0.22,0.96,0.03,0.02,0.07,0.18,0.14,0.27,0.05,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.33,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.44,0.12,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,-0.89,-0.95,0.84,0.64,-0.81,-0.68,9.28,1643
5,0.00,0.81,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-9.21,0.19,72.22,55.88,54.71,0.42,0.19,0.54,0.04,0.02,0.04,0.19,0.14,0.21,0.09,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.34,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.45,0.45,0.44,0.44,0.10,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.67,-0.40,-0.28,0.08,-0.29,0.24,9.25,1643
0,0.08,0.08,0.30,0.40,0.10,0.05,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.18,0.52,0.22,0.06,0.01,0.00,0.00,0.00,0.00,2.32,-9.02,1.63,66.90,72.80,58.75,2.24,1.82,1.63,0.23,0.16,0.15,0.48,0.40,0.39,0.38,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.50,0.40,0.57,0.57,0.56,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.52,0.35,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,-0.52,0.31,-0.63,0.27,-0.07,-0.21,10.15,1644
0,0.07,0.08,0.32,0.40,0.13,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.25,0.46,0.25,0.03,0.00,0.00,0.00,0.00,0.00,2.52,-9.07,1.26,83.04,66.30,66.55,1.96,1.66,1.52,0.19,0.14,0.13,0.44,0.38,0.36,0.37,0.53,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.50,0.50,0.49,0.39,0.56,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.51,0.31,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,-0.63,0.31,-0.60,0.21,-0.12,-0.31,10.01,1644
0,0.09,0.14,0.50,0.24,0.04,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.37,0.46,0.15,0.01,0.00,0.00,0.00,0.00,0.00,1.29,-9.30,0.71,72.69,70.80,65.86,1.83,1.51,1.38,0.17,0.13,0.12,0.41,0.36,0.35,0.35,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.45,0.38,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.50,0.29,0.41,0.41,0.41,0.41,0.41,0.40,0.40,0.40,0.39,0.39,0.39,0.38,-0.46,0.16,-0.44,0.02,-0.02,-0.34,9.84,1644
0,0.19,0.24,0.41,0.15,0.01,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.42,0.40,0.06,0.02,0.00,0.00,0.00,0.00,0.00,-0.06,-9.41,-0.36,75.00,74.40,63.55,2.08,1.63,1.68,0.19,0.14,0.20,0.44,0.38,0.44,0.38,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.50,0.50,0.49,0.39,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.53,0.52,0.52,0.51,0.39,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.54,0.53,0.53,0.52,0.51,-0.01,-0.51,0.20,-0.15,-0.52,0.37,10.06,1644
0,0.17,0.30,0.35,0.18,0.01,0.00,0.01,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.49,0.29,0.09,0.00,0.00,0.01,0.00,0.00,0.00,-0.18,-9.49,-0.60,66.21,68.89,56.88,2.44,1.80,1.86,0.22,0.16,0.25,0.47,0.40,0.50,0.39,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.51,0.40,0.57,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.54,0.54,0.53,0.52,0.46,0.65,0.64,0.64,0.64,0.64,0.63,0.63,0.62,0.62,0.61,0.60,0.60,-0.01,-0.43,0.22,-0.29,-0.45,0.25,10.33,1644
0,0.13,0.17,0.46,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.65,0.27,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.63,-9.35,-0.70,62.33,67.86,59.09,1.96,1.54,1.12,0.18,0.13,0.10,0.42,0.36,0.32,0.36,0.51,0.51,0.51,0.51,0.51,0.50,0.50,0.49,0.49,0.49,0.48,0.47,0.37,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.50,0.50,0.49,0.48,0.27,0.38,0.38,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.36,0.36,0.36,-0.22,-0.25,0.43,0.08,-0.17,-0.05,9.82,1644
0,0.14,0.30,0.46,0.09,0.01,0.02,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.40,0.38,0.09,0.01,0.01,0.00,0.00,0.00,0.00,-0.02,-9.34,-0.12,56.47,61.94,64.00,1.96,1.84,1.71,0.19,0.16,0.16,0.43,0.40,0.40,0.37,0.52,0.52,0.52,0.52,0.52,0.51,0.51,0.51,0.50,0.50,0.49,0.48,0.39,0.56,0.56,0.55,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.35,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,-0.07,-0.09,0.00,-0.34,-0.09,-0.21,9.91,1644
0,0.03,0.15,0.53,0.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.44,0.34,0.14,0.04,0.00,0.00,0.00,0.00,1.50,-8.81,2.84,53.33,60.31,53.06,1.32,1.40,1.79,0.12,0.13,0.16,0.35,0.36,0.40,0.30,0.43,0.43,0.42,0.42,0.42,0.42,0.42,0.41,0.41,0.40,0.40,0.39,0.37,0.53,0.53,0.53,0.52,0.52,0.52,0.51,0.51,0.51,0.50,0.49,0.49,0.35,0.50,0.50,0.50,0.50,0.50,0.49,0.49,0.48,0.48,0.48,0.47,0.46,-0.67,0.31,-0.77,-0.18,-0.44,-0.03,9.78,1644
0,0.01,0.10,0.44,0.43,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.34,0.43,0.17,0.05,0.00,0.00,0.00,0.00,2.18,-8.34,3.50,52.16,71.48,51.11,1.19,1.56,1.62,0.11,0.14,0.14,0.33,0.37,0.38,0.31,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.40,0.36,0.51,0.51,0.51,0.51,0.51,0.50,0.50,0.50,0.49,0.49,0.48,0.47,0.35,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,-0.83,0.57,-0.84,-0.27,-0.46,-0.02,9.66,1644
0,0.02,0.09,0.62,0.26,0.02,0.01,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.53,0.24,0.12,0.03,0.01,0.00,0.00,0.00,1.75,-8.92,2.54,48.05,53.06,50.00,1.14,1.61,1.69,0.11,0.14,0.16,0.34,0.38,0.40,0.32,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.43,0.43,0.43,0.42,0.39,0.55,0.55,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.51,0.36,0.51,0.51,0.51,0.51,0.51,0.50,0.50,0.49,0.49,0.49,0.48,0.47,-0.74,0.40,-0.76,-0.11,-0.35,-0.21,9.77,1644
0,0.01,0.11,0.57,0.30,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.32,0.10,0.06,0.02,0.00,0.00,0.00,1.77,-8.70,3.32,54.00,60.97,50.26,1.16,1.87,1.72,0.11,0.17,0.16,0.33,0.41,0.40,0.31,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.41,0.40,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.36,0.51,0.51,0.51,0.51,0.51,0.50,0.50,0.50,0.49,0.49,0.48,0.47,-0.71,0.52,-0.82,0.07,-0.26,-0.16,9.84,1644
0,0.05,0.10,0.58,0.23,0.05,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.29,0.12,0.06,0.04,0.00,0.00,0.00,1.60,-8.72,3.55,57.35,68.08,44.19,1.45,1.70,1.89,0.14,0.15,0.18,0.38,0.38,0.42,0.34,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.45,0.45,0.44,0.39,0.56,0.56,0.56,0.55,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.52,0.37,0.53,0.53,0.53,0.52,0.52,0.52,0.52,0.51,0.51,0.50,0.50,0.49,-0.60,0.34,-0.81,-0.02,-0.36,-0.10,10.01,1644
0,0.04,0.07,0.59,0.28,0.03,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.44,0.08,0.06,0.02,0.00,0.00,0.00,1.73,-8.61,3.47,58.44,62.00,48.25,1.22,1.46,1.58,0.12,0.13,0.15,0.35,0.37,0.39,0.32,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.41,0.39,0.54,0.54,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.50,0.35,0.50,0.49,0.49,0.49,0.49,0.49,0.48,0.48,0.47,0.47,0.46,0.46,-0.70,0.50,-0.85,-0.07,-0.27,-0.19,9.78,1644
0,0.06,0.07,0.64,0.22,0.02,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.50,0.35,0.05,0.06,0.02,0.00,0.00,0.00,1.40,-8.78,3.08,57.65,64.14,45.12,1.28,1.51,1.67,0.13,0.13,0.17,0.36,0.37,0.41,0.32,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.43,0.43,0.42,0.42,0.40,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.54,0.54,0.53,0.53,0.52,0.36,0.51,0.51,0.51,0.51,0.51,0.50,0.50,0.50,0.49,0.49,0.48,0.48,-0.60,0.30,-0.79,0.02,-0.39,-0.12,9.81,1644
0,0.02,0.10,0.66,0.22,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.48,0.06,0.07,0.03,0.00,0.00,0.00,1.45,-8.58,3.63,51.62,60.33,49.73,1.10,1.40,1.64,0.11,0.12,0.16,0.33,0.35,0.40,0.30,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.40,0.40,0.39,0.39,0.38,0.54,0.53,0.53,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.50,0.49,0.36,0.50,0.50,0.50,0.50,0.50,0.49,0.49,0.49,0.48,0.48,0.47,0.47,-0.68,0.43,-0.85,0.02,-0.44,-0.11,9.75,1644
0,0.05,0.10,0.66,0.19,0.01,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.46,0.09,0.06,0.04,0.01,0.00,0.00,1.33,-8.60,3.73,59.69,65.52,47.32,1.25,1.42,1.70,0.12,0.12,0.17,0.35,0.35,0.41,0.31,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.42,0.42,0.41,0.38,0.54,0.54,0.54,0.53,0.53,0.53,0.52,0.52,0.51,0.51,0.50,0.50,0.36,0.51,0.51,0.51,0.51,0.50,0.50,0.50,0.49,0.49,0.48,0.48,0.47,-0.60,0.38,-0.84,-0.02,-0.33,-0.10,9.84,1644
